time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
02,6.0,79,1006.5,0.0,100,0.0,0.0,16.2
03,6.6,78,1005.5,0.0,100,0.0,0.0,17.7
04,7.0,79,1004.8,0.0,100,0.0,0.0,17.3
05,7.2,81,1004.2,0.0,100,0.0,0.0,16.2
06,7.5,82,1003.8,0.0,100,0.0,0.0,16.6
07,7.9,82,1003.4,0.0,100,0.0,0.0,16.2
08,8.3,83,1002.7,0.0,100,0.0,5.0,16.2
09,8.9,82,1002.8,0.0,100,1.0,24.0,16.6
10,9.2,85,1002.5,0.1,100,0.0,34.0,17.3
11,9.6,87,1002.3,0.6,100,3.0,49.0,17.7
12,10.0,89,1001.8,0.8,100,3.0,57.0,18.0
13,10.4,91,1001.5,0.6,100,2.0,68.0,18.9
14,10.9,90,1000.0,0.7,100,0.0,65.0,21.3
15,10.9,88,999.8,1.0,100,0.0,32.0,21.7
16,10.7,87,999.1,1.2,100,0.0,22.0,20.6
17,10.4,88,998.8,1.3,100,0.0,8.0,18.2
18,10.2,91,998.2,1.1,100,0.0,1.0,16.2
19,10.1,93,997.9,0.9,100,0.0,0.0,14.6
20,10.0,95,997.7,0.6,100,0.0,0.0,13.9
21,9.9,95,997.2,0.8,100,0.0,0.0,12.5
22,9.5,95,997.3,0.6,100,0.0,0.0,10.4
23,9.3,96,997.1,0.6,100,0.0,0.0,7.2
00,9.3,97,997.0,0.1,100,0.0,0.0,8.3
01,9.3,98,997.1,0.0,100,0.0,0.0,13.0
02,9.0,97,997.3,0.0,100,0.0,0.0,17.4
03,8.6,95,997.8,0.0,100,0.0,0.0,18.4
04,8.2,94,998.1,0.0,100,0.0,0.0,17.9
05,8.0,94,998.7,0.0,100,0.0,0.0,17.3
06,8.0,94,999.0,0.0,100,0.0,0.0,16.6
07,8.2,94,999.3,0.0,100,0.0,0.0,15.7
08,8.5,94,999.7,0.0,100,0.0,3.0,15.0
09,8.8,93,1000.0,0.2,100,7.0,27.0,14.1
10,9.5,90,1000.5,0.0,100,25.0,65.0,16.9
11,10.1,89,1001.0,0.0,100,5.0,73.0,16.4
12,11.0,83,1001.0,0.0,97,47.0,99.0,17.1
13,11.3,81,1001.7,0.2,57,97.0,107.0,18.6
14,11.6,77,1001.8,0.1,62,90.0,138.0,19.1
15,11.8,74,1002.3,0.0,59,65.0,98.0,17.8
16,11.5,75,1002.4,0.0,46,12.0,63.0,14.6
17,11.2,74,1002.7,0.0,64,12.0,35.0,11.2
18,10.6,75,1003.5,0.0,85,0.0,2.0,11.3
19,10.2,76,1004.2,0.0,100,0.0,0.0,10.8
20,9.8,78,1004.3,0.0,100,0.0,0.0,8.9
21,9.5,80,1004.5,0.0,100,0.0,0.0,9.0
22,9.0,82,1004.8,0.0,100,0.0,0.0,10.4
23,8.8,83,1005.1,0.0,100,0.0,0.0,8.8
00,8.8,83,1005.1,0.0,100,0.0,0.0,8.0
01,8.5,84,1005.5,0.0,100,0.0,0.0,6.9
02,8.3,85,1005.6,0.0,100,0.0,0.0,6.7
03,8.2,86,1005.4,0.0,100,0.0,0.0,6.2
04,8.0,87,1005.5,0.0,100,0.0,0.0,4.7
05,7.6,90,1005.3,0.0,98,0.0,0.0,4.8
06,7.5,91,1005.2,0.0,100,0.0,0.0,6.2
07,7.6,90,1005.2,0.0,100,0.0,0.0,5.6
08,8.0,89,1005.1,0.0,100,0.0,5.0,5.7
09,8.7,85,1005.9,0.0,100,2.0,29.0,6.2
10,9.1,86,1006.0,0.1,100,3.0,36.0,7.4
11,9.6,85,1005.9,0.1,100,0.0,64.0,8.4
12,10.2,84,1005.5,0.1,100,6.0,98.0,9.7
13,11.0,81,1005.5,0.1,100,65.0,109.0,11.3
14,11.1,81,1005.0,0.0,100,62.0,96.0,11.9
15,11.1,82,1004.8,0.0,100,29.0,80.0,14.2
16,10.9,84,1004.5,0.0,100,9.0,56.0,12.9
17,10.4,87,1004.6,0.1,100,1.0,20.0,11.3
18,10.0,91,1004.1,0.1,100,0.0,1.0,10.7
19,9.8,93,1003.6,0.9,100,0.0,0.0,11.2
20,9.7,96,1003.5,0.2,100,0.0,0.0,10.7
21,9.8,97,1003.0,1.0,100,0.0,0.0,10.7
22,9.9,97,1002.9,0.2,100,0.0,0.0,10.7
23,10.2,97,1002.3,0.3,100,0.0,0.0,12.0
00,10.5,96,1002.0,0.1,100,0.0,0.0,12.2
01,10.7,95,1001.8,0.5,100,0.0,0.0,12.5
02,10.8,95,1001.0,0.7,100,0.0,0.0,13.0
03,10.9,95,1000.7,1.2,100,0.0,0.0,13.5
04,10.9,95,1000.4,1.3,100,0.0,0.0,14.0
05,11.0,95,999.8,0.8,100,0.0,0.0,14.3
06,11.0,95,999.2,0.3,100,0.0,0.0,15.1
07,11.0,95,998.8,0.3,100,0.0,0.0,15.9
08,11.0,95,998.2,0.2,100,0.0,1.0,16.8
09,11.0,95,998.1,0.4,100,0.0,8.0,15.9
10,11.1,96,997.9,0.9,100,0.0,20.0,15.0
11,11.3,96,997.5,0.9,100,0.0,28.0,14.3
12,11.4,97,997.3,1.0,100,0.0,22.0,13.6
13,11.4,97,997.4,1.0,100,0.0,24.0,11.0
14,11.3,98,997.0,0.8,100,0.0,18.0,10.0
15,11.2,99,996.9,0.7,100,0.0,20.0,8.3
16,11.2,100,996.9,0.4,100,0.0,18.0,7.1
17,11.1,100,996.9,0.3,100,0.0,8.0,7.2
18,11.1,100,997.2,0.3,100,0.0,0.0,8.3
19,11.1,99,997.7,0.3,100,0.0,0.0,10.3
20,11.1,100,997.7,0.1,100,0.0,0.0,10.8
21,11.0,99,998.0,0.1,100,0.0,0.0,11.6
22,11.1,99,998.1,0.0,100,0.0,0.0,12.6
23,11.0,99,998.7,0.2,100,0.0,0.0,14.8
00,10.7,99,999.1,0.4,100,0.0,0.0,17.7
01,10.2,99,999.1,0.3,100,0.0,0.0,19.6
02,9.6,99,999.3,0.2,100,0.0,0.0,21.4
03,8.9,99,1000.0,0.1,100,0.0,0.0,23.3
04,8.3,99,1000.0,0.1,100,0.0,0.0,23.1
05,7.8,98,1000.6,0.1,100,0.0,0.0,20.3
06,7.4,98,1001.2,0.1,100,0.0,0.0,19.9
07,7.0,97,1001.7,0.3,100,0.0,0.0,19.6
08,6.8,97,1002.5,0.3,100,0.0,2.0,18.8
09,6.7,96,1003.3,0.3,100,0.0,8.0,19.1
10,6.6,94,1004.1,0.1,100,0.0,19.0,19.6
11,7.0,92,1004.5,0.0,100,1.0,63.0,19.9
12,7.5,88,1004.9,0.0,100,1.0,91.0,20.9
13,8.0,85,1005.2,0.0,100,0.0,79.0,22.2
14,8.7,81,1005.3,0.0,91,8.0,119.0,23.0
15,9.2,76,1005.7,0.0,90,7.0,106.0,22.3
16,9.3,75,1006.6,0.0,92,8.0,53.0,21.3
17,9.3,75,1007.0,0.0,83,1.0,24.0,19.2
18,9.1,77,1007.2,0.0,83,0.0,1.0,16.7
19,8.9,80,1007.6,0.0,85,0.0,0.0,15.4
20,8.8,81,1007.9,0.0,85,0.0,0.0,15.4
21,8.8,82,1008.0,0.0,84,0.0,0.0,14.7
22,8.0,82,1008.2,0.0,79,0.0,0.0,14.2
23,7.8,82,1009.0,0.0,76,0.0,0.0,14.2
00,7.4,82,1009.1,0.0,71,0.0,0.0,13.2
01,7.2,81,1009.5,0.0,62,0.0,0.0,11.2
02,7.1,80,1009.6,0.0,67,0.0,0.0,9.8
03,6.8,80,1009.9,0.0,69,0.0,0.0,9.3
04,6.5,81,1010.1,0.0,79,0.0,0.0,9.8
05,6.4,81,1010.3,0.0,80,0.0,0.0,10.2
06,6.5,81,1010.3,0.0,77,0.0,0.0,10.2
07,6.6,81,1010.5,0.0,88,0.0,0.0,10.2
08,6.8,83,1011.0,0.0,93,1.0,6.0,9.7
09,7.6,83,1011.3,0.0,88,16.0,39.0,8.9
10,8.0,79,1011.4,0.0,91,23.0,56.0,8.9
11,8.5,78,1011.5,0.0,90,34.0,77.0,9.3
12,9.1,77,1011.8,0.0,89,39.0,87.0,10.9
13,9.4,78,1011.8,0.0,91,34.0,99.0,10.9
14,9.7,78,1011.7,0.0,90,41.0,87.0,10.0
15,9.9,78,1011.7,0.0,100,27.0,58.0,9.6
16,9.8,79,1012.2,0.0,100,7.0,45.0,7.2
17,9.5,82,1012.2,0.0,92,4.0,17.0,5.0
18,9.1,85,1011.9,0.0,95,0.0,0.0,4.3
19,8.6,91,1012.2,0.0,97,0.0,0.0,4.6
20,8.2,92,1011.8,0.0,100,0.0,0.0,2.9
21,8.1,93,1011.6,0.0,100,0.0,0.0,3.1
22,7.7,95,1011.6,0.0,100,0.0,0.0,4.1
23,7.5,96,1011.8,0.0,100,0.0,0.0,5.1
00,7.7,95,1011.7,0.0,100,0.0,0.0,4.9
01,7.8,95,1011.7,0.0,100,0.0,0.0,6.1
02,7.9,95,1011.1,0.0,100,0.0,0.0,6.4
03,8.0,94,1011.1,0.0,100,0.0,0.0,6.6
04,8.1,93,1010.9,0.0,100,0.0,0.0,7.4
05,8.2,93,1010.4,0.0,100,0.0,0.0,8.4
06,8.1,93,1010.0,0.0,83,0.0,0.0,8.9
07,7.8,94,1009.7,0.0,67,0.0,0.0,8.7
08,7.7,94,1009.4,0.0,74,1.0,6.0,10.2
09,8.4,92,1009.2,0.0,99,18.0,42.0,11.7
10,9.5,86,1008.9,0.0,100,27.0,62.0,11.5
11,10.2,82,1008.8,0.0,100,24.0,78.0,13.2
12,10.8,80,1007.9,0.0,100,14.0,96.0,15.9
13,11.6,78,1006.8,0.0,100,23.0,150.0,16.6
14,12.3,77,1006.0,0.0,94,54.0,163.0,16.8
15,12.6,77,1005.4,0.0,69,91.0,105.0,17.7
16,12.6,78,1004.8,0.0,47,46.0,86.0,16.3
17,12.0,81,1003.7,0.0,50,9.0,35.0,16.1
18,11.3,85,1003.4,0.0,63,0.0,1.0,17.1
19,11.2,87,1002.7,0.0,77,0.0,0.0,17.6
20,11.0,89,1002.0,1.4,72,0.0,0.0,17.6
21,11.2,89,1000.9,1.0,79,0.0,0.0,19.4
22,11.4,88,1000.1,0.3,85,0.0,0.0,20.1
23,11.4,88,999.3,0.3,78,0.0,0.0,20.7
00,11.3,88,998.5,0.2,68,0.0,0.0,21.3
01,11.2,87,997.5,0.5,87,0.0,0.0,21.8
02,11.1,89,996.8,0.9,73,0.0,0.0,21.6
03,10.9,88,996.0,1.0,100,0.0,0.0,21.9
04,11.1,88,995.3,0.3,100,0.0,0.0,21.2
05,11.3,90,994.7,0.9,100,0.0,0.0,20.7
06,11.5,92,994.5,0.5,100,0.0,0.0,20.9
07,11.8,95,994.2,0.2,100,0.0,0.0,20.4
08,12.3,96,994.1,0.1,100,0.0,1.0,20.2
09,12.6,95,994.7,0.0,100,0.0,8.0,21.1
10,13.2,93,994.9,0.0,100,0.0,44.0,20.5
11,13.4,91,995.4,0.0,90,3.0,102.0,19.0
12,13.2,88,995.6,0.0,84,30.0,126.0,18.9
13,13.0,85,995.0,0.0,70,47.0,143.0,22.4
14,12.7,83,995.3,0.0,70,55.0,118.0,21.9
15,12.5,79,995.4,0.0,85,31.0,107.0,21.5
16,11.8,74,995.5,0.0,93,13.0,54.0,23.1
17,11.2,74,995.5,0.0,97,0.0,17.0,21.4
18,10.6,76,995.5,0.0,81,0.0,0.0,20.2
19,10.7,74,995.6,0.0,60,0.0,0.0,19.7
20,10.6,74,995.3,0.0,79,0.0,0.0,19.9
21,10.6,75,994.8,0.0,67,0.0,0.0,20.2
22,10.7,73,994.5,0.0,51,0.0,0.0,20.2
23,10.6,74,994.5,0.0,65,0.0,0.0,20.0
00,10.2,76,994.0,0.0,82,0.0,0.0,20.3
01,10.1,76,993.0,0.0,92,0.0,0.0,21.5
02,10.1,76,992.7,0.0,100,0.0,0.0,21.0
03,9.7,75,992.4,0.0,100,0.0,0.0,21.3
04,9.3,75,992.3,0.1,79,0.0,0.0,21.9
05,8.5,78,991.7,0.2,77,0.0,0.0,19.4
06,7.5,83,992.1,0.4,89,0.0,0.0,20.6
07,6.4,82,992.6,0.1,100,0.0,0.0,19.6
08,5.4,81,993.5,0.0,100,1.0,5.0,17.9
09,4.9,74,994.1,0.0,72,23.0,47.0,19.5
10,5.0,74,994.8,0.0,63,87.0,82.0,22.7
11,4.5,67,995.6,0.0,67,40.0,98.0,26.7
12,4.1,58,996.3,0.0,64,92.0,97.0,28.8
13,4.4,51,996.7,0.0,76,110.0,117.0,27.5
14,4.7,49,996.9,0.0,100,32.0,107.0,29.9
15,5.0,51,997.5,0.0,100,28.0,108.0,29.8
16,5.0,52,998.5,0.0,94,12.0,70.0,26.5
17,4.9,55,999.3,0.0,61,17.0,28.0,23.2
18,4.5,55,1000.0,0.0,36,0.0,1.0,20.3
19,4.0,58,1001.1,0.0,16,0.0,0.0,18.4
20,3.5,60,1001.5,0.0,0,0.0,0.0,16.6
21,3.1,62,1001.9,0.0,0,0.0,0.0,15.5
22,2.1,64,1002.3,0.0,0,0.0,0.0,15.0
23,1.7,66,1002.8,0.0,0,0.0,0.0,14.3
00,1.4,69,1002.8,0.0,1,0.0,0.0,14.0
01,1.1,71,1002.8,0.0,4,0.0,0.0,14.3
02,1.1,72,1003.1,0.0,4,0.0,0.0,15.0
03,0.9,74,1003.2,0.0,12,0.0,0.0,14.7
04,0.9,75,1002.9,0.0,26,0.0,0.0,15.1
05,0.9,76,1003.3,0.0,34,0.0,0.0,15.5
06,1.4,75,1003.4,0.0,45,0.0,0.0,15.5
07,1.4,76,1003.9,0.0,59,0.0,0.0,14.8
08,1.5,77,1004.0,0.0,59,1.0,5.0,14.3
